id,train_or_test,length,title,author,date of writing,fuzz,CommonAuthorities,Negativity,PersonProperty,DirectAddress,OralCues
47,train,68.96945580399999,Jocasta,"Dolce, Ludovico",1566,1,0.027886105024022185,0.046850793316142086,0.03712805171722825,0.046797371653508266,0.006731128795902077
48,train,71.305309743,The Glass of Government,"Gascoigne, George",1575,-1,0.04255130535069108,0.018837817475883905,0.03563671822138684,0.053676698717036814,0.006692965737335582
49,train,71.305309743,The Glass of Government,"Gascoigne, George",1575,1,0.04255130535069108,0.018837817475883905,0.03563671822138684,0.053676698717036814,0.006692965737335582
50,train,71.177257525,Argalus and Parthenia,"Glapthorne, Henry",1632,-1,0.015130156941235704,0.041067568836482785,0.027910910634653594,0.07057607367403272,0.003759045196508504
51,train,71.177257525,Argalus and Parthenia,"Glapthorne, Henry",1632,1,0.015130156941235704,0.041067568836482785,0.027910910634653594,0.07057607367403272,0.003759045196508504
52,train,71.817635962,The Hollander,"Glapthorne, Henry",1636,-1,0.013616004772384992,0.03189011645011296,0.06425798745926146,0.06993132278340923,0.008300985364032834
53,train,71.817635962,The Hollander,"Glapthorne, Henry",1636,1,0.013616004772384992,0.03189011645011296,0.06425798745926146,0.06993132278340923,0.008300985364032834
54,test,74.19228180500001,The Ladies' Privilege,"Glapthorne, Henry",1637,-1,0.02139563014347163,0.036743025631222524,0.031980040824679146,0.07356165419395674,0.0037045437384226297
55,test,74.19228180500001,The Ladies' Privilege,"Glapthorne, Henry",1637,1,0.02139563014347163,0.036743025631222524,0.031980040824679146,0.07356165419395674,0.0037045437384226297
56,test,71.188550097,Albertus Wallenstein,"Glapthorne, Henry",1639,-1,0.021306818174176026,0.03868006993045979,0.03583916084150613,0.06872814684852227,0.004042832163428603
57,test,71.188550097,Albertus Wallenstein,"Glapthorne, Henry",1639,1,0.021306818174176026,0.03868006993045979,0.03583916084150613,0.06872814684852227,0.004042832163428603
58,train,71.641791044,Wit in a Constable,"Glapthorne, Henry",1636,-1,0.014859617682452647,0.023670848261714766,0.06429211469840483,0.08773894862761716,0.00881123057926212
59,train,71.641791044,Wit in a Constable,"Glapthorne, Henry",1636,1,0.014859617682452647,0.023670848261714766,0.06429211469840483,0.08773894862761716,0.00881123057926212
60,train,71.964975532,Lodovick Sforza,"Gomersall, Robert",1628,-1,0.01710563984632524,0.043515602636556176,0.02311766390110471,0.04766676209699625,0.00415115946044007
61,train,71.964975532,Lodovick Sforza,"Gomersall, Robert",1628,1,0.01710563984632524,0.043515602636556176,0.02311766390110471,0.04766676209699625,0.00415115946044007
62,train,71.50729061200002,Sir Giles Goosecap,"Chapman, George",1602,-1,0.016004742148738923,0.02412566686886178,0.05240071132510774,0.07854179015779261,0.012744516890520608
63,train,71.50729061200002,Sir Giles Goosecap,"Chapman, George",1602,1,0.016004742148738923,0.02412566686886178,0.05240071132510774,0.07854179015779261,0.012744516890520608
64,test,75.282981658,The Strange Discovery,"Gough, John",1640,-1,0.02603730092552334,0.028080469402812985,0.03557208717058596,0.06915339480907466,0.005448449290483335
65,test,75.282981658,The Strange Discovery,"Gough, John",1640,1,0.02603730092552334,0.028080469402812985,0.03557208717058596,0.06915339480907466,0.005448449290483335
66,train,71.292657703,"George a Green, the Pinner of Wakefield","Greene, Robert",1587,-1,0.017116333046294202,0.020307513783976626,0.05831157528617516,0.09428488540857337,0.01407020596958036
67,train,71.292657703,"George a Green, the Pinner of Wakefield","Greene, Robert",1587,1,0.017116333046294202,0.020307513783976626,0.05831157528617516,0.09428488540857337,0.01407020596958036
68,train,70.764876978,"Alphonsus, King of Aragon","Greene, Robert",1587,-1,0.025772050653984534,0.029993334810146755,0.03143745834097364,0.0794267940400347,0.007887136187257372
69,train,70.764876978,"Alphonsus, King of Aragon","Greene, Robert",1587,1,0.025772050653984534,0.029993334810146755,0.03143745834097364,0.0794267940400347,0.007887136187257372
70,test,68.066026503,Orlando Furioso,"Greene, Robert",1591,-1,0.020519995330393493,0.028681357121881586,0.0405736271512526,0.06785589367107292,0.010143406784140245
71,test,68.066026503,Orlando Furioso,"Greene, Robert",1591,1,0.020519995330393493,0.028681357121881586,0.0405736271512526,0.06785589367107292,0.010143406784140245
72,train,65.70839661200002,Friar Bacon and Friar Bongay,"Greene, Robert",1586,-1,0.024847284139966855,0.025177480600673638,0.05126300148350969,0.06785537395361942,0.008585108145782673
73,train,65.70839661200002,Friar Bacon and Friar Bongay,"Greene, Robert",1586,1,0.024847284139966855,0.025177480600673638,0.05126300148350969,0.06785537395361942,0.008585108145782673
74,test,71.353812118,The Scottish History of James the Fourth,"Greene, Robert",1590,-1,0.019557569617895215,0.03327171903687413,0.050921233079899014,0.07298312563017645,0.010434678903612157
75,test,71.353812118,The Scottish History of James the Fourth,"Greene, Robert",1590,1,0.019557569617895215,0.03327171903687413,0.050921233079899014,0.07298312563017645,0.010434678903612157
76,train,70.115635238,Alaham,"Greville, Fulke",1600,-1,0.02293849045994719,0.05318291701048512,0.03142626914126283,0.04055868923310802,0.0037604082756295776
77,train,70.115635238,Alaham,"Greville, Fulke",1600,1,0.02293849045994719,0.05318291701048512,0.03142626914126283,0.04055868923310802,0.0037604082756295776
78,test,68.80919898599998,Mustapha,"Greville, Fulke",1596,-1,0.027077550552202855,0.04520478105889399,0.037670650875145185,0.026681017393815825,0.00407862685710236
79,test,68.80919898599998,Mustapha,"Greville, Fulke",1596,1,0.027077550552202855,0.04520478105889399,0.037670650875145185,0.026681017393815825,0.00407862685710236
80,train,69.94786665,Christ's Passion,"Grotius, Hugo",1640,-1,0.022653721677157113,0.056977542416584905,0.02716485241083475,0.03736393056956799,0.0005884083528371626
81,train,69.94786665,Christ's Passion,"Grotius, Hugo",1640,1,0.022653721677157113,0.056977542416584905,0.02716485241083475,0.03736393056956799,0.0005884083528371626
82,train,72.249189027,"Il Pastor Fido, or The Faithful Shepherd","Guarini, Battista",1601,-1,0.016812506138249698,0.04021236850027848,0.02392422900904875,0.062202995445672336,0.00861927702423455
83,train,72.249189027,"Il Pastor Fido, or The Faithful Shepherd","Guarini, Battista",1601,1,0.016812506138249698,0.04021236850027848,0.02392422900904875,0.062202995445672336,0.00861927702423455
84,train,74.88351562,The Queen of Aragon,"Habington, William",1640,-1,0.02298925858043202,0.033272203306311594,0.032944720991986996,0.08409745873787544,0.0015064186565764233
85,train,74.88351562,The Queen of Aragon,"Habington, William",1640,1,0.02298925858043202,0.033272203306311594,0.032944720991986996,0.08409745873787544,0.0015064186565764233
86,train,69.96023771500002,Sicily and Naples,"Harding, Samuel",1640,-1,0.014361669625724766,0.03905151866592681,0.025484324385274846,0.0683859927905049,0.010205952457004168
87,train,69.96023771500002,Sicily and Naples,"Harding, Samuel",1640,1,0.014361669625724766,0.03905151866592681,0.025484324385274846,0.0683859927905049,0.010205952457004168
88,train,70.05953744300001,Englishmen for My Money,"Haughton, William",1598,-1,0.008607070871551256,0.026311488803358922,0.04450618292387174,0.0838372282971283,0.020319224276326344
89,train,70.05953744300001,Englishmen for My Money,"Haughton, William",1598,1,0.008607070871551256,0.026311488803358922,0.04450618292387174,0.0838372282971283,0.020319224276326344
90,train,67.298214873,Apollo Shroving,"Hawkins, William",1627,-1,0.015622457281876674,0.02316246270338125,0.03336045565601967,0.06400867914742021,0.005370219695752969
91,train,67.298214873,Apollo Shroving,"Hawkins, William",1627,1,0.015622457281876674,0.02316246270338125,0.03336045565601967,0.06400867914742021,0.005370219695752969
92,train,65.440278991,"The Pardoner and the Friar, the Curate, and Neighbor Pratte","Heywood, John",1513,-1,0.04209965361515187,0.02371436184148037,0.03037569944152257,0.058086863833859595,0.025579536377438362
93,train,65.440278991,"The Pardoner and the Friar, the Curate, and Neighbor Pratte","Heywood, John",1513,1,0.04209965361515187,0.02371436184148037,0.03037569944152257,0.058086863833859595,0.025579536377438362
94,train,66.67362444,The Brazen Age,"Heywood, Thomas",1611,-1,0.01784484377432774,0.041700582312006074,0.032120718799789304,0.04852545238352127,0.00864066120356843
95,train,66.67362444,The Brazen Age,"Heywood, Thomas",1611,1,0.01784484377432774,0.041700582312006074,0.032120718799789304,0.04852545238352127,0.00864066120356843
96,train,70.764443624,A Challenge for Beauty,"Heywood, Thomas",1635,-1,0.01411038918507586,0.027105073180416817,0.038459014239701925,0.07534291526870382,0.009581938700780421
97,train,70.764443624,A Challenge for Beauty,"Heywood, Thomas",1635,1,0.01411038918507586,0.027105073180416817,0.038459014239701925,0.07534291526870382,0.009581938700780421
98,train,70.67601441699999,The English Traveller,"Heywood, Thomas",1627,-1,0.012247159876516728,0.02781934053891799,0.03579939041372162,0.07370462731903885,0.011415904683582861
99,train,70.67601441699999,The English Traveller,"Heywood, Thomas",1627,1,0.012247159876516728,0.02781934053891799,0.03579939041372162,0.07370462731903885,0.011415904683582861
100,train,73.58126832599999,The Fair Maid of the Exchange,"Heywood, Thomas",1602,-1,0.011735167300655049,0.028491894550004806,0.04142786965147863,0.07794334369979151,0.01348179684270913
101,train,73.58126832599999,The Fair Maid of the Exchange,"Heywood, Thomas",1602,1,0.011735167300655049,0.028491894550004806,0.04142786965147863,0.07794334369979151,0.01348179684270913
102,test,72.61051702799999,1 The Fair Maid of the West,"Heywood, Thomas",1597,-1,0.012677446293971871,0.028543232369503575,0.043042587106146175,0.07598876490401955,0.009565019358451606
103,test,72.61051702799999,1 The Fair Maid of the West,"Heywood, Thomas",1597,1,0.012677446293971871,0.028543232369503575,0.043042587106146175,0.07598876490401955,0.009565019358451606
104,train,70.844031465,2 The Fair Maid of the West,"Heywood, Thomas",1631,-1,0.017200713338879157,0.03043203130054959,0.03509175630734978,0.07202439164576417,0.01000977967142288
105,train,70.844031465,2 The Fair Maid of the West,"Heywood, Thomas",1631,1,0.017200713338879157,0.03043203130054959,0.03509175630734978,0.07202439164576417,0.01000977967142288
106,train,71.27196392700002,The Four Prentices of London,"Heywood, Thomas",1594,-1,0.01996291044340089,0.029344387480919422,0.05012544998281732,0.05857968801415822,0.008726955379496314
107,train,71.27196392700002,The Four Prentices of London,"Heywood, Thomas",1594,1,0.01996291044340089,0.029344387480919422,0.05012544998281732,0.05857968801415822,0.008726955379496314
108,train,69.658079176,"The Golden Age, or The Lives of Jupiter and Saturn","Heywood, Thomas",1610,-1,0.02155143110114978,0.03304099530486313,0.049153579448393485,0.06417839419178646,0.007070501050647576
109,train,69.658079176,"The Golden Age, or The Lives of Jupiter and Saturn","Heywood, Thomas",1610,1,0.02155143110114978,0.03304099530486313,0.049153579448393485,0.06417839419178646,0.007070501050647576
110,test,72.50503093200001,1 If You Know Not Me You Know Nobody,"Heywood, Thomas",1604,-1,0.033511513156635746,0.02796052631025446,0.05160361842351389,0.08079769736936245,0.010999177626004242
111,test,72.50503093200001,1 If You Know Not Me You Know Nobody,"Heywood, Thomas",1604,1,0.033511513156635746,0.02796052631025446,0.05160361842351389,0.08079769736936245,0.010999177626004242
112,test,71.75849941000001,2 If You Know Not Me You Know Nobody,"Heywood, Thomas",1605,-1,0.02336219572292753,0.02641180634465555,0.051680008716614816,0.07079453249118604,0.008277514564598389
113,test,71.75849941000001,2 If You Know Not Me You Know Nobody,"Heywood, Thomas",1605,1,0.02336219572292753,0.02641180634465555,0.051680008716614816,0.07079453249118604,0.008277514564598389
114,train,66.734675373,1 The Iron Age,"Heywood, Thomas",1612,-1,0.02004212242772274,0.037298729529851964,0.04137509342132992,0.05768054894228757,0.007880970171210065
115,train,66.734675373,1 The Iron Age,"Heywood, Thomas",1612,1,0.02004212242772274,0.037298729529851964,0.04137509342132992,0.05768054894228757,0.007880970171210065
116,test,67.22192105100001,2 The Iron Age,"Heywood, Thomas",1612,-1,0.01766862170003889,0.041129032252773895,0.04494134897912231,0.048093841643520034,0.00945747800806925
117,test,67.22192105100001,2 The Iron Age,"Heywood, Thomas",1612,1,0.01766862170003889,0.041129032252773895,0.04494134897912231,0.048093841643520034,0.00945747800806925
118,train,71.11227467100001,1 Edward the Fourth,"Heywood, Thomas",1599,-1,0.019511938570653625,0.024455664244266036,0.05017355631650232,0.0744714420893032,0.018512674866479378
119,train,71.11227467100001,1 Edward the Fourth,"Heywood, Thomas",1599,1,0.019511938570653625,0.024455664244266036,0.05017355631650232,0.0744714420893032,0.018512674866479378
120,test,71.798197943,2 Edward the Fourth,"Heywood, Thomas",1599,-1,0.026319644519493642,0.031251525961436204,0.04375213633486834,0.07480834024920897,0.011475169692338026
121,test,71.798197943,2 Edward the Fourth,"Heywood, Thomas",1599,1,0.026319644519493642,0.031251525961436204,0.04375213633486834,0.07480834024920897,0.011475169692338026
122,train,74.22302336999998,A Maidenhead Well Lost,"Heywood, Thomas",1633,-1,0.021103760152582432,0.022611171598789056,0.047902185744660285,0.08416380537154075,0.012896742311724564
123,train,74.22302336999998,A Maidenhead Well Lost,"Heywood, Thomas",1633,1,0.021103760152582432,0.022611171598789056,0.047902185744660285,0.08416380537154075,0.012896742311724564
124,test,68.021436226,The Rape of Lucrece,"Heywood, Thomas",1606,-1,0.022437917554828313,0.031135762011306516,0.043678305808314645,0.05905710324394055,0.012038320938701432
125,test,68.021436226,The Rape of Lucrece,"Heywood, Thomas",1606,1,0.022437917554828313,0.031135762011306516,0.043678305808314645,0.05905710324394055,0.012038320938701432
126,train,74.257597424,The Royal King and the Loyal Subject,"Heywood, Thomas",1602,-1,0.018856909334201463,0.019849378247236624,0.03952361492712978,0.08237491974151863,0.006129955045554451
127,train,74.257597424,The Royal King and the Loyal Subject,"Heywood, Thomas",1602,1,0.018856909334201463,0.019849378247236624,0.03952361492712978,0.08237491974151863,0.006129955045554451
128,train,69.74072560399999,The Wise Woman of Hogsdon,"Heywood, Thomas",1604,-1,0.011589296182396517,0.020378930914342033,0.05006836382556547,0.08385962628505492,0.012761247481901095
129,train,69.74072560399999,The Wise Woman of Hogsdon,"Heywood, Thomas",1604,1,0.011589296182396517,0.020378930914342033,0.05006836382556547,0.08385962628505492,0.012761247481901095
130,test,71.962471483,A Woman Killed with Kindness,"Heywood, Thomas",1603,-1,0.014406108192725201,0.03342217100712247,0.04300223294486263,0.07455160989387889,0.011813008718034665
131,test,71.962471483,A Woman Killed with Kindness,"Heywood, Thomas",1603,1,0.014406108192725201,0.03342217100712247,0.04300223294486263,0.07455160989387889,0.011813008718034665
132,train,71.64266479300001,The Late Lancashire Witches,"Heywood, Thomas",1634,-1,0.007354142835450182,0.02642043907033652,0.04603148662223157,0.07877104101732682,0.014599335410290253
133,train,71.64266479300001,The Late Lancashire Witches,"Heywood, Thomas",1634,1,0.007354142835450182,0.02642043907033652,0.04603148662223157,0.07877104101732682,0.014599335410290253
134,train,68.382401587,"Histriomastix, or The Player Whipped","Marston, John",1598,-1,0.017027863777474613,0.04102167183220546,0.04131191950615924,0.05079334365847006,0.008030185753294637
135,train,68.382401587,"Histriomastix, or The Player Whipped","Marston, John",1598,1,0.017027863777474613,0.04102167183220546,0.04131191950615924,0.05079334365847006,0.008030185753294637
136,train,76.738107687,"Band, Cuff, and Ruff, or Exchange Ware at the Second Hand",Anon.,1615,-1,0.010217983654199932,0.023841961851112283,0.03474114441124843,0.11444141688794522,0.023841961851112283
137,train,76.738107687,"Band, Cuff, and Ruff, or Exchange Ware at the Second Hand",Anon.,1615,1,0.010217983654199932,0.023841961851112283,0.03474114441124843,0.11444141688794522,0.023841961851112283
138,train,70.352118275,"Technogamia, or The Marriages of the Arts","Holiday, Barten",1618,-1,0.015629119121928815,0.026776635404728334,0.030429706617103286,0.06304372386717592,0.02131585885073338
139,train,70.352118275,"Technogamia, or The Marriages of the Arts","Holiday, Barten",1618,1,0.015629119121928815,0.026776635404728334,0.030429706617103286,0.06304372386717592,0.02131585885073338
140,test,69.38553561,1 The Troublesome Reign of King John,Anon.,1591,-1,0.03474399163753893,0.032479972132335895,0.05633925462465706,0.07540926507232881,0.005137582723345355
141,test,69.38553561,1 The Troublesome Reign of King John,Anon.,1591,1,0.03474399163753893,0.032479972132335895,0.05633925462465706,0.07540926507232881,0.005137582723345355
142,test,70.007962483,2 The Troublesome Reign of King John,Anon.,1591,-1,0.038670542149507624,0.04322001769062683,0.049917856698780565,0.06255528876538065,0.0037912296199800266
143,test,70.007962483,2 The Troublesome Reign of King John,Anon.,1591,1,0.038670542149507624,0.04322001769062683,0.049917856698780565,0.06255528876538065,0.0037912296199800266
144,train,65.181711603,The Devil's Charter,"Barnes, Barnabe",1606,-1,0.02488976561218946,0.03718960316298953,0.03132977489817881,0.0666627987995334,0.007484335114905865
145,train,65.181711603,The Devil's Charter,"Barnes, Barnabe",1606,1,0.02488976561218946,0.03718960316298953,0.03132977489817881,0.0666627987995334,0.007484335114905865
146,train,72.41858543400001,Adrasta,"Jones, John",1635,-1,0.018101659748583594,0.04180497925852374,0.0314834024903442,0.059284232359285156,0.003786307055802633
147,train,72.41858543400001,Adrasta,"Jones, John",1635,1,0.018101659748583594,0.04180497925852374,0.0314834024903442,0.059284232359285156,0.003786307055802633
148,train,69.48347228400002,Every Man in His Humour,"Jonson, Ben",1598,-1,0.013004992241990757,0.024206066201261173,0.05206192054154136,0.07559676133527869,0.020514326459879998
149,train,69.48347228400002,Every Man in His Humour,"Jonson, Ben",1598,1,0.013004992241990757,0.024206066201261173,0.05206192054154136,0.07559676133527869,0.020514326459879998
150,train,69.654859417,Every Man Out of His Humour,"Jonson, Ben",1599,-1,0.011821284514703049,0.02230840831502356,0.049363946633144924,0.06770089978602534,0.01619609060218226
151,train,69.654859417,Every Man Out of His Humour,"Jonson, Ben",1599,1,0.011821284514703049,0.02230840831502356,0.049363946633144924,0.06770089978602534,0.01619609060218226
152,train,68.091772072,Cynthia's Revels,"Jonson, Ben",1600,-1,0.014598540142983871,0.023938838341237525,0.037430380183159466,0.06776905247994763,0.011658075900280854
153,train,68.091772072,Cynthia's Revels,"Jonson, Ben",1600,1,0.014598540142983871,0.023938838341237525,0.037430380183159466,0.06776905247994763,0.011658075900280854
154,train,66.56998221200001,Poetaster,"Jonson, Ben",1601,-1,0.018003946075622543,0.030869779677206558,0.041639263402121325,0.07320782638156549,0.011180532715627398
155,train,66.56998221200001,Poetaster,"Jonson, Ben",1601,1,0.018003946075622543,0.030869779677206558,0.041639263402121325,0.07320782638156549,0.011180532715627398
156,train,65.101349359,Sejanus His Fall,"Jonson, Ben",1604,-1,0.029492330157586344,0.030131482823540227,0.03008582906936671,0.05031044556294141,0.005524105191996041
157,train,65.101349359,Sejanus His Fall,"Jonson, Ben",1604,1,0.029492330157586344,0.030131482823540227,0.03008582906936671,0.05031044556294141,0.005524105191996041
158,train,67.46599469499999,Volpone,"Jonson, Ben",1605,-1,0.014860034533431406,0.030523314186793084,0.046869352172085404,0.07361741435004868,0.013253544323215436
159,train,67.46599469499999,Volpone,"Jonson, Ben",1605,1,0.014860034533431406,0.030523314186793084,0.046869352172085404,0.07361741435004868,0.013253544323215436
160,test,68.56367046900002,Epicoene,"Jonson, Ben",1609,-1,0.014861388969260373,0.022332911446045177,0.06287510717427428,0.08067611153491204,0.012615849429926468
161,test,68.56367046900002,Epicoene,"Jonson, Ben",1609,1,0.014861388969260373,0.022332911446045177,0.06287510717427428,0.08067611153491204,0.012615849429926468
162,train,66.32850241400001,The Alchemist,"Jonson, Ben",1610,-1,0.013950361357845083,0.01781612415465262,0.05126337609398991,0.08840831418745078,0.017592021959381844
163,train,66.32850241400001,The Alchemist,"Jonson, Ben",1610,1,0.013950361357845083,0.01781612415465262,0.05126337609398991,0.08840831418745078,0.017592021959381844
164,train,66.363488051,Catiline His Conspiracy,"Jonson, Ben",1611,-1,0.02636592711424899,0.03337225739698936,0.02980763320456891,0.06453198942329355,0.006453198943836207
165,train,66.363488051,Catiline His Conspiracy,"Jonson, Ben",1611,1,0.02636592711424899,0.03337225739698936,0.02980763320456891,0.06453198942329355,0.006453198943836207
166,train,73.03015671499999,The Case Is Altered,"Jonson, Ben",1597,-1,0.01959487888797145,0.02710825268698042,0.039790827676029594,0.08126465106956329,0.01250225401491527
167,train,73.03015671499999,The Case Is Altered,"Jonson, Ben",1597,1,0.01959487888797145,0.02710825268698042,0.039790827676029594,0.08126465106956329,0.01250225401491527
