,id_fine,id_coarse,name_fine,name_coarse,id,image
31,92,2,tulip,flowers,31,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/683.png
32,92,2,tulip,flowers,32,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/693.png
33,82,2,sunflower,flowers,33,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/714.png
34,62,2,poppy,flowers,34,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/728.png
35,82,2,sunflower,flowers,35,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/749.png
36,54,2,orchid,flowers,36,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/768.png
37,70,2,rose,flowers,37,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/776.png
38,82,2,sunflower,flowers,38,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/788.png
39,70,2,rose,flowers,39,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/798.png
40,54,2,orchid,flowers,40,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/825.png
41,62,2,poppy,flowers,41,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/826.png
42,62,2,poppy,flowers,42,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/831.png
43,54,2,orchid,flowers,43,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/878.png
44,54,2,orchid,flowers,44,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/938.png
45,54,2,orchid,flowers,45,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/941.png
46,62,2,poppy,flowers,46,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/942.png
47,82,2,sunflower,flowers,47,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/976.png
48,70,2,rose,flowers,48,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/978.png
49,92,2,tulip,flowers,49,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1009.png
50,70,2,rose,flowers,50,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1095.png
51,82,2,sunflower,flowers,51,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1097.png
52,54,2,orchid,flowers,52,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1106.png
53,92,2,tulip,flowers,53,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1111.png
54,62,2,poppy,flowers,54,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1115.png
55,82,2,sunflower,flowers,55,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1122.png
56,62,2,poppy,flowers,56,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1157.png
57,92,2,tulip,flowers,57,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1225.png
58,82,2,sunflower,flowers,58,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1231.png
59,92,2,tulip,flowers,59,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1236.png
60,54,2,orchid,flowers,60,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1255.png
61,70,2,rose,flowers,61,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1258.png
62,70,2,rose,flowers,62,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1277.png
63,92,2,tulip,flowers,63,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1278.png
64,70,2,rose,flowers,64,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1317.png
65,92,2,tulip,flowers,65,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1370.png
66,92,2,tulip,flowers,66,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1401.png
67,62,2,poppy,flowers,67,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1456.png
68,70,2,rose,flowers,68,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1472.png
69,54,2,orchid,flowers,69,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1473.png
70,70,2,rose,flowers,70,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1494.png
71,92,2,tulip,flowers,71,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1504.png
72,54,2,orchid,flowers,72,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1526.png
73,54,2,orchid,flowers,73,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1533.png
74,62,2,poppy,flowers,74,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1536.png
75,82,2,sunflower,flowers,75,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1542.png
76,92,2,tulip,flowers,76,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1598.png
77,54,2,orchid,flowers,77,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1630.png
78,70,2,rose,flowers,78,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1631.png
79,92,2,tulip,flowers,79,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1637.png
80,92,2,tulip,flowers,80,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1663.png
81,62,2,poppy,flowers,81,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1702.png
82,82,2,sunflower,flowers,82,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1713.png
83,62,2,poppy,flowers,83,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1726.png
84,54,2,orchid,flowers,84,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1742.png
85,54,2,orchid,flowers,85,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1755.png
86,54,2,orchid,flowers,86,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1764.png
87,82,2,sunflower,flowers,87,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1781.png
88,70,2,rose,flowers,88,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1798.png
89,82,2,sunflower,flowers,89,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1818.png
90,92,2,tulip,flowers,90,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1821.png
91,70,2,rose,flowers,91,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1824.png
92,54,2,orchid,flowers,92,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/1967.png
93,92,2,tulip,flowers,93,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2000.png
94,82,2,sunflower,flowers,94,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2038.png
95,54,2,orchid,flowers,95,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2073.png
96,92,2,tulip,flowers,96,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2095.png
97,92,2,tulip,flowers,97,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2115.png
98,62,2,poppy,flowers,98,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2137.png
99,62,2,poppy,flowers,99,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2168.png
100,54,2,orchid,flowers,100,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2192.png
101,62,2,poppy,flowers,101,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2234.png
102,82,2,sunflower,flowers,102,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2243.png
103,62,2,poppy,flowers,103,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2274.png
104,70,2,rose,flowers,104,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2293.png
105,54,2,orchid,flowers,105,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2313.png
106,92,2,tulip,flowers,106,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2328.png
107,92,2,tulip,flowers,107,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2343.png
108,70,2,rose,flowers,108,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2371.png
109,70,2,rose,flowers,109,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2400.png
110,54,2,orchid,flowers,110,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2410.png
111,82,2,sunflower,flowers,111,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2446.png
112,54,2,orchid,flowers,112,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2459.png
113,54,2,orchid,flowers,113,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2515.png
114,62,2,poppy,flowers,114,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2516.png
115,70,2,rose,flowers,115,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2530.png
116,82,2,sunflower,flowers,116,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2545.png
117,92,2,tulip,flowers,117,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2560.png
118,70,2,rose,flowers,118,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2645.png
119,92,2,tulip,flowers,119,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2666.png
120,54,2,orchid,flowers,120,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2694.png
121,82,2,sunflower,flowers,121,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2740.png
122,62,2,poppy,flowers,122,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2782.png
123,82,2,sunflower,flowers,123,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2811.png
124,92,2,tulip,flowers,124,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2814.png
125,82,2,sunflower,flowers,125,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2831.png
126,82,2,sunflower,flowers,126,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2856.png
127,70,2,rose,flowers,127,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2880.png
128,70,2,rose,flowers,128,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2896.png
129,70,2,rose,flowers,129,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2953.png
130,82,2,sunflower,flowers,130,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2972.png
131,82,2,sunflower,flowers,131,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/2989.png
132,92,2,tulip,flowers,132,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3037.png
133,54,2,orchid,flowers,133,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3052.png
134,82,2,sunflower,flowers,134,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3089.png
135,62,2,poppy,flowers,135,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3093.png
136,82,2,sunflower,flowers,136,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3115.png
137,54,2,orchid,flowers,137,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3124.png
138,62,2,poppy,flowers,138,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3128.png
139,92,2,tulip,flowers,139,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3174.png
140,62,2,poppy,flowers,140,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3184.png
141,62,2,poppy,flowers,141,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3206.png
142,70,2,rose,flowers,142,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3211.png
143,70,2,rose,flowers,143,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3217.png
144,62,2,poppy,flowers,144,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3224.png
145,54,2,orchid,flowers,145,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3227.png
146,70,2,rose,flowers,146,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3250.png
147,92,2,tulip,flowers,147,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3261.png
148,62,2,poppy,flowers,148,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3307.png
149,62,2,poppy,flowers,149,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3308.png
150,92,2,tulip,flowers,150,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3326.png
151,70,2,rose,flowers,151,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3331.png
152,62,2,poppy,flowers,152,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3361.png
153,54,2,orchid,flowers,153,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3367.png
154,82,2,sunflower,flowers,154,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3386.png
155,62,2,poppy,flowers,155,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3395.png
156,82,2,sunflower,flowers,156,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3402.png
157,62,2,poppy,flowers,157,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3406.png
158,82,2,sunflower,flowers,158,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3429.png
159,54,2,orchid,flowers,159,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3486.png
160,70,2,rose,flowers,160,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3512.png
161,62,2,poppy,flowers,161,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3521.png
162,62,2,poppy,flowers,162,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3554.png
163,82,2,sunflower,flowers,163,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3559.png
164,62,2,poppy,flowers,164,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3601.png
165,54,2,orchid,flowers,165,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3602.png
166,92,2,tulip,flowers,166,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3625.png
167,70,2,rose,flowers,167,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3626.png
168,54,2,orchid,flowers,168,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3632.png
169,92,2,tulip,flowers,169,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3651.png
170,54,2,orchid,flowers,170,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3665.png
171,70,2,rose,flowers,171,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3667.png
172,54,2,orchid,flowers,172,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3679.png
173,92,2,tulip,flowers,173,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3691.png
174,82,2,sunflower,flowers,174,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3770.png
175,70,2,rose,flowers,175,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3776.png
176,54,2,orchid,flowers,176,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3844.png
177,62,2,poppy,flowers,177,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3847.png
178,54,2,orchid,flowers,178,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3903.png
179,54,2,orchid,flowers,179,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3907.png
180,82,2,sunflower,flowers,180,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3942.png
181,70,2,rose,flowers,181,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3953.png
182,82,2,sunflower,flowers,182,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/3975.png
183,70,2,rose,flowers,183,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4009.png
184,92,2,tulip,flowers,184,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4013.png
185,62,2,poppy,flowers,185,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4045.png
186,62,2,poppy,flowers,186,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4052.png
187,92,2,tulip,flowers,187,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4062.png
188,54,2,orchid,flowers,188,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4063.png
189,62,2,poppy,flowers,189,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4085.png
190,92,2,tulip,flowers,190,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4099.png
191,82,2,sunflower,flowers,191,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4103.png
192,92,2,tulip,flowers,192,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4112.png
193,62,2,poppy,flowers,193,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4132.png
194,70,2,rose,flowers,194,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4139.png
195,54,2,orchid,flowers,195,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4216.png
196,54,2,orchid,flowers,196,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4229.png
197,54,2,orchid,flowers,197,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4230.png
198,54,2,orchid,flowers,198,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4233.png
199,92,2,tulip,flowers,199,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4336.png
200,82,2,sunflower,flowers,200,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4376.png
201,54,2,orchid,flowers,201,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4389.png
202,70,2,rose,flowers,202,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4396.png
203,92,2,tulip,flowers,203,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4439.png
204,54,2,orchid,flowers,204,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4476.png
205,62,2,poppy,flowers,205,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4502.png
206,92,2,tulip,flowers,206,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4552.png
207,70,2,rose,flowers,207,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4557.png
208,70,2,rose,flowers,208,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4567.png
209,54,2,orchid,flowers,209,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4575.png
210,62,2,poppy,flowers,210,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4587.png
211,92,2,tulip,flowers,211,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4589.png
212,70,2,rose,flowers,212,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4600.png
213,92,2,tulip,flowers,213,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4613.png
214,92,2,tulip,flowers,214,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4624.png
215,92,2,tulip,flowers,215,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4655.png
216,70,2,rose,flowers,216,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4688.png
217,70,2,rose,flowers,217,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4701.png
218,54,2,orchid,flowers,218,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4705.png
219,92,2,tulip,flowers,219,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4727.png
220,54,2,orchid,flowers,220,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4735.png
221,82,2,sunflower,flowers,221,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4746.png
222,92,2,tulip,flowers,222,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4775.png
223,82,2,sunflower,flowers,223,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4785.png
224,92,2,tulip,flowers,224,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4797.png
225,54,2,orchid,flowers,225,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4811.png
226,54,2,orchid,flowers,226,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4832.png
227,82,2,sunflower,flowers,227,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4851.png
228,54,2,orchid,flowers,228,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4932.png
229,70,2,rose,flowers,229,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4963.png
230,62,2,poppy,flowers,230,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4977.png
231,62,2,poppy,flowers,231,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4978.png
232,62,2,poppy,flowers,232,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4989.png
233,54,2,orchid,flowers,233,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/4990.png
234,82,2,sunflower,flowers,234,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5002.png
235,82,2,sunflower,flowers,235,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5005.png
236,62,2,poppy,flowers,236,https://graphics.cs.wisc.edu/Vis/BoxerExamples/cifar-100/test/images/5028.png
